customerID,Churn,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Cuentas_Diarias
1932-UEDCX,No,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,Male,1,Yes,No,33,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,3.2983606557377048
1934-MKPXS,No,One year,No,Credit card (automatic),20.1,620.55,Male,0,Yes,Yes,33,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.659016393442623
1934-SJVJK,Yes,Month-to-month,No,Mailed check,20.15,20.15,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.660655737704918
1935-IMVBB,No,Month-to-month,No,Mailed check,89.7,4952.95,Male,0,Yes,No,56,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,2.9409836065573773
1936-CZAKF,No,Two year,No,Credit card (automatic),49.65,2409.9,Male,0,Yes,No,49,DSL,No,Yes,No,No,Yes,Yes,No,No phone service,1.6278688524590164
1936-UAFEH,No,Two year,No,Credit card (automatic),110.25,7279.35,Female,0,No,No,68,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.6147540983606556
1937-OTUKY,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,Female,0,Yes,No,72,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3.219672131147541
1941-HOSAM,No,Month-to-month,Yes,Electronic check,90.1,90.1,Male,0,Yes,Yes,1,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,2.9540983606557374
1942-OQFRW,No,Month-to-month,No,Electronic check,44.0,44,Male,0,No,No,1,DSL,No,No,No,No,No,No,Yes,No,1.4426229508196722
1945-XISKS,No,Two year,No,Mailed check,19.65,1335.2,Female,0,Yes,No,67,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6442622950819672
1950-KSVVJ,No,One year,No,Mailed check,113.3,5032.25,Female,0,Yes,No,45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.7147540983606557
1951-IEYXM,No,Two year,Yes,Credit card (automatic),90.6,6441.85,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.9704918032786884
1952-DVVSW,No,One year,No,Mailed check,20.1,184.4,Female,0,Yes,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.659016393442623
1955-IBMMB,No,Two year,Yes,Bank transfer (automatic),20.2,1192.3,Male,0,No,No,59,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6622950819672131
1956-YIFGE,No,One year,Yes,Mailed check,100.05,2090.25,Male,0,Yes,Yes,22,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,3.280327868852459
1958-RNRKS,No,Month-to-month,No,Electronic check,49.9,1441.95,Male,0,Yes,No,30,DSL,No,No,No,No,No,No,Yes,Yes,1.6360655737704917
1960-UOTYM,No,Two year,No,Electronic check,79.2,4016.3,Male,0,Yes,Yes,52,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.59672131147541
1960-UYCNN,No,Month-to-month,Yes,Electronic check,95.25,1021.55,Male,0,No,No,10,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,3.122950819672131
1963-SVUCV,Yes,Month-to-month,No,Electronic check,45.3,45.3,Male,0,No,No,1,DSL,No,No,No,No,No,No,Yes,No,1.4852459016393442
1963-VAUKV,Yes,Month-to-month,No,Mailed check,20.4,20.4,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6688524590163933
1964-SVLEA,No,One year,Yes,Mailed check,19.7,415.9,Male,0,No,No,20,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6459016393442623
1965-AKTSX,Yes,Month-to-month,Yes,Electronic check,78.95,1101.85,Female,1,No,No,14,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,2.5885245901639347
1965-DDBWU,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,Male,0,No,No,16,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes,2.919672131147541
1970-KKFWL,No,Two year,No,Bank transfer (automatic),23.3,797.1,Female,0,No,No,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.7639344262295082
1971-DTCZB,No,Two year,Yes,Bank transfer (automatic),90.95,6468.6,Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.9819672131147543
1972-RSMOV,,Two year,No,Mailed check,19.1,780.1,Female,0,Yes,No,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6262295081967214
1972-XMUWV,No,Two year,Yes,Credit card (automatic),59.8,3808.2,Female,0,Yes,No,65,DSL,No,No,No,Yes,Yes,No,Yes,No,1.9606557377049179
1975-FCJTE,,Two year,No,Mailed check,25.5,1121.05,Female,0,Yes,No,45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8360655737704918
1976-AZZPJ,No,Month-to-month,No,Mailed check,34.2,256.6,Male,0,Yes,No,7,DSL,Yes,Yes,No,No,No,No,No,No phone service,1.1213114754098361
1976-CFOCS,Yes,Month-to-month,No,Electronic check,46.0,46,Female,1,Yes,No,1,DSL,No,No,No,No,No,No,Yes,No,1.5081967213114753
1977-STDKI,Yes,Month-to-month,Yes,Electronic check,73.0,73,Female,1,No,No,1,Fiber optic,No,Yes,No,No,No,No,Yes,No,2.3934426229508197
1980-KXVPM,Yes,Month-to-month,Yes,Credit card (automatic),75.05,256.25,Female,1,No,No,3,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.460655737704918
1981-INRFU,Yes,Month-to-month,Yes,Electronic check,79.75,164.5,Female,0,No,No,2,Fiber optic,No,No,No,No,Yes,No,Yes,No,2.6147540983606556
1982-FEBTD,No,Two year,Yes,Credit card (automatic),25.6,514.75,Female,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.839344262295082
1984-FCOWB,Yes,One year,Yes,Electronic check,109.5,7674.55,Female,0,Yes,No,70,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.5901639344262297
1984-GPTEH,No,Month-to-month,No,Electronic check,25.15,702,Female,0,No,No,29,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8245901639344262
1985-MBRYP,No,Two year,Yes,Bank transfer (automatic),19.65,779.25,Female,0,No,No,43,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6442622950819672
1986-PHGZF,No,Month-to-month,Yes,Credit card (automatic),58.4,964.9,Male,1,No,No,18,DSL,Yes,Yes,No,No,No,No,Yes,Yes,1.9147540983606557
1987-AUELQ,No,Two year,No,Credit card (automatic),25.05,1873.7,Female,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8213114754098361
1989-PRJHP,Yes,Month-to-month,Yes,Electronic check,75.5,1893.95,Male,1,Yes,No,27,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.4754098360655736
1991-VOPLL,No,Month-to-month,No,Mailed check,19.05,157.65,Female,0,No,No,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6245901639344262
1996-DBMUS,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,Female,1,Yes,No,48,Fiber optic,No,No,No,No,No,No,Yes,No,2.316393442622951
1998-VHJHK,No,One year,No,Mailed check,19.15,501.35,Female,0,No,No,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6278688524590164
2000-DHJUY,No,Two year,Yes,Bank transfer (automatic),92.2,6474.45,Female,1,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0229508196721313
2000-MPKCA,No,One year,Yes,Electronic check,107.75,6332.75,Female,0,No,No,58,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.5327868852459017
2001-EWBQU,No,Two year,No,Electronic check,104.7,6333.8,Female,0,No,No,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.4327868852459016
2001-MCUUW,No,Two year,No,Electronic check,108.65,4903.2,Male,0,No,No,46,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.5622950819672132
2002-MZHWP,Yes,Month-to-month,No,Mailed check,20.5,20.5,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6721311475409836
2003-CKLOR,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Male,0,No,No,66,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,3.262295081967213
2004-OCQXK,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,Female,0,No,No,1,Fiber optic,No,No,No,No,No,Yes,Yes,No,2.6868852459016392
2005-DWQZJ,No,Two year,No,Mailed check,19.05,201.7,Female,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6245901639344262
2007-QVGAW,No,Two year,Yes,Bank transfer (automatic),19.35,1292.65,Female,0,Yes,Yes,68,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6344262295081967
2011-TRQYE,Yes,Month-to-month,Yes,Credit card (automatic),33.5,600,Male,0,No,No,18,DSL,No,Yes,Yes,No,No,No,No,No phone service,1.098360655737705
2012-NWRPA,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Female,1,Yes,No,11,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.263934426229508
2013-SGDXK,Yes,Month-to-month,No,Electronic check,84.3,84.3,Female,0,No,No,1,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,2.763934426229508
2014-MKGMH,No,One year,Yes,Electronic check,101.1,4674.4,Female,0,No,No,46,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.3147540983606554
2017-CCBLH,No,Two year,No,Mailed check,20.0,141.6,Female,0,No,No,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6557377049180327
2018-PZKMU,No,Month-to-month,No,Electronic check,103.1,970.45,Male,0,Yes,Yes,9,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No,3.3803278688524587
2018-QKYGT,No,Month-to-month,Yes,Electronic check,81.05,81.05,Male,0,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,Yes,No,2.6573770491803277
2019-HDCZY,No,Two year,No,Electronic check,102.6,6296.75,Male,0,Yes,No,63,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.363934426229508
2023-VQFDL,No,Month-to-month,No,Electronic check,19.0,348.8,Male,0,No,No,18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6229508196721312
2024-BASKD,Yes,Month-to-month,Yes,Mailed check,74.6,74.6,Female,0,No,No,1,Fiber optic,No,No,Yes,No,No,No,Yes,No,2.445901639344262
2025-JKFWI,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,Male,0,No,No,13,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,3.2459016393442623
2026-TGDHM,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Female,0,No,No,7,Fiber optic,No,No,No,No,No,Yes,Yes,No,2.6
2027-CWDNU,No,Month-to-month,Yes,Electronic check,85.6,1601.5,Male,0,Yes,Yes,18,Fiber optic,No,No,No,Yes,No,Yes,Yes,No,2.80655737704918
2027-DNKIV,No,One year,Yes,Mailed check,58.75,2203.1,Male,0,Yes,Yes,37,DSL,Yes,No,Yes,Yes,No,No,Yes,No,1.9262295081967213
2027-FECZV,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Male,0,No,No,12,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.498360655737705
2027-OAQQC,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Female,0,No,No,43,DSL,No,No,Yes,No,Yes,Yes,No,No phone service,1.6081967213114754
2027-WKXMW,No,Month-to-month,Yes,Electronic check,108.75,6871.7,Female,0,Yes,No,63,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.5655737704918034
2030-BTZRO,No,Two year,Yes,Credit card (automatic),20.4,107.6,Male,0,Yes,Yes,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6688524590163933
2034-CGRHZ,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Male,1,No,No,24,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.375409836065574
2034-GDRCN,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Female,0,No,No,2,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,2.963934426229508
2037-SGXHH,Yes,Month-to-month,Yes,Electronic check,94.65,3624.3,Male,0,Yes,Yes,38,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,3.10327868852459
2037-XJFUP,Yes,One year,Yes,Electronic check,95.8,3036.75,Male,0,Yes,No,33,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,3.140983606557377
2038-LLMLM,No,Month-to-month,Yes,Electronic check,103.85,4946.05,Female,0,No,No,48,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.404918032786885
2038-OEQZH,No,Month-to-month,No,Electronic check,86.05,308.1,Male,0,No,No,4,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,2.821311475409836
2038-YSEZE,No,Month-to-month,No,Mailed check,67.45,1801.1,Female,0,No,No,29,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,2.2114754098360656
2039-JONDJ,No,One year,No,Bank transfer (automatic),55.45,1477.65,Male,0,No,No,27,DSL,Yes,Yes,No,No,No,No,Yes,No,1.818032786885246
2040-LDIWQ,No,Two year,Yes,Bank transfer (automatic),84.2,5324.5,Male,0,Yes,Yes,65,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.7606557377049183
2040-OBMLJ,No,One year,No,Credit card (automatic),81.7,2548.65,Male,0,No,No,31,Fiber optic,No,No,No,Yes,No,No,Yes,Yes,2.678688524590164
2040-VZIKE,No,Month-to-month,Yes,Mailed check,100.85,4847.35,Female,0,Yes,No,49,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,3.30655737704918
2040-XBAVJ,No,Two year,No,Bank transfer (automatic),114.45,8100.55,Male,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.7524590163934426
2041-JIJCI,No,Month-to-month,Yes,Electronic check,64.0,370.25,Female,0,No,No,5,DSL,No,Yes,No,No,No,Yes,Yes,Yes,2.098360655737705
2043-WVTQJ,No,Month-to-month,No,Mailed check,55.7,55.7,Male,0,Yes,No,1,DSL,Yes,No,Yes,No,No,No,Yes,No,1.8262295081967215
2045-BMBTJ,No,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,Female,1,No,No,33,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No phone service,1.9491803278688526
2049-BAFNW,No,Month-to-month,No,Mailed check,35.9,35.9,Female,0,No,No,1,DSL,No,No,Yes,Yes,No,No,No,No phone service,1.1770491803278689
2050-ONYDQ,No,Two year,No,Credit card (automatic),26.0,1654.85,Female,0,Yes,Yes,65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8524590163934426
2054-PJOCK,No,One year,No,Credit card (automatic),80.55,4847.05,Female,0,No,No,60,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2.640983606557377
2055-BFOCC,No,One year,Yes,Bank transfer (automatic),84.0,5329.55,Male,1,Yes,No,63,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.7540983606557377
2055-PDADH,Yes,Month-to-month,Yes,Electronic check,70.4,204.7,Female,1,No,No,3,Fiber optic,No,No,No,No,No,No,Yes,No,2.3081967213114756
2055-SIFSS,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,Female,1,Yes,No,55,DSL,No,No,No,No,No,No,Yes,Yes,1.6934426229508197
2056-EVGZL,No,One year,No,Credit card (automatic),105.75,7322.5,Male,0,Yes,Yes,68,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3.4672131147540983
2057-BOYKM,No,Two year,Yes,Bank transfer (automatic),96.6,6827.5,Female,1,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3.167213114754098
2057-ZBLPD,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Female,0,Yes,No,21,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,2.8360655737704916
2058-DCJBE,Yes,Month-to-month,Yes,Electronic check,69.75,324.6,Male,0,No,No,5,Fiber optic,No,No,No,No,No,No,Yes,No,2.2868852459016393
2061-VVFST,No,Month-to-month,No,Bank transfer (automatic),19.5,805.2,Female,0,Yes,No,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.639344262295082
2065-MMKGR,No,One year,Yes,Credit card (automatic),71.0,2080.1,Female,0,No,No,29,DSL,No,No,No,No,Yes,Yes,Yes,Yes,2.3278688524590163
2067-QYTCF,No,Month-to-month,Yes,Electronic check,111.15,6953.4,Female,0,Yes,No,64,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.644262295081967
2068-WWXQZ,No,Two year,No,Bank transfer (automatic),20.05,902,Male,0,No,No,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6573770491803279
2070-FNEXE,Yes,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Female,1,No,No,7,Fiber optic,Yes,No,No,No,No,No,Yes,No,2.5065573770491802
2070-XYMFH,No,Month-to-month,Yes,Mailed check,79.35,1835.3,Female,1,No,No,23,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,2.6016393442622947
2072-ZVJJX,No,Two year,No,Bank transfer (automatic),25.25,1728.2,Male,0,Yes,No,68,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8278688524590164
2073-QBVBI,No,One year,No,Mailed check,35.45,1391.65,Female,0,Yes,No,41,DSL,No,Yes,No,Yes,No,No,No,No phone service,1.1622950819672133
2074-GKOWZ,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Male,0,Yes,Yes,2,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,2.9360655737704917
2074-GUHPQ,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,Female,0,No,Yes,17,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,3.039344262295082
2075-PUEPR,No,Two year,No,Bank transfer (automatic),19.35,1153.25,Male,0,Yes,Yes,55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6344262295081967
2075-RMJIK,No,Month-to-month,Yes,Mailed check,49.4,232.55,Female,0,Yes,Yes,5,DSL,Yes,No,No,No,No,No,Yes,No,1.6196721311475408
2077-DDHJK,No,Two year,No,Credit card (automatic),70.9,4911.35,Female,0,Yes,No,68,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2.3245901639344266
2077-MPJQO,No,Month-to-month,Yes,Electronic check,75.4,533.05,Male,1,Yes,No,7,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.472131147540984
2079-FBMZK,Yes,Month-to-month,Yes,Mailed check,69.25,418.4,Female,0,No,No,6,Fiber optic,No,No,No,No,No,No,Yes,No,2.2704918032786887
2080-CAZNM,No,Month-to-month,Yes,Electronic check,104.4,4133.95,Female,1,No,No,41,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.422950819672131
2080-GKCWQ,No,Month-to-month,No,Electronic check,74.95,151.75,Male,0,No,No,2,Fiber optic,No,Yes,No,No,No,No,Yes,No,2.457377049180328
2080-SRCDE,No,Month-to-month,No,Mailed check,25.4,25.4,Female,0,No,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8327868852459016
2081-KJSQF,No,Month-to-month,Yes,Mailed check,20.25,20.25,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6639344262295082
2081-VEYEH,No,Month-to-month,Yes,Electronic check,107.95,318.6,Male,0,No,No,3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3.539344262295082
2082-CEFLT,Yes,Month-to-month,Yes,Electronic check,45.6,45.6,Male,0,No,No,1,DSL,No,No,No,No,No,No,Yes,No,1.4950819672131148
2082-OJVTK,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Male,0,Yes,Yes,29,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,2.9245901639344263
2085-BOJKI,No,One year,Yes,Bank transfer (automatic),96.65,1588.25,Male,0,Yes,No,17,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,3.1688524590163936
2085-JVGAD,No,Month-to-month,No,Bank transfer (automatic),20.35,697.65,Male,0,Yes,No,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6672131147540984
2087-QAREY,No,Month-to-month,Yes,Mailed check,54.7,1178.75,Female,0,Yes,No,22,DSL,No,Yes,Yes,No,No,No,Yes,No,1.7934426229508198
2088-IEBAU,No,Two year,Yes,Electronic check,88.15,6148.45,Female,0,No,No,68,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.8901639344262295
2091-GPPIQ,No,Two year,Yes,Electronic check,78.95,5730.15,Female,0,Yes,Yes,72,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2.5885245901639347
2091-MJTFX,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,Female,0,Yes,Yes,30,DSL,No,No,No,Yes,Yes,Yes,No,No phone service,1.678688524590164
2091-RFFBA,Yes,Month-to-month,Yes,Electronic check,73.9,2217.15,Female,1,No,No,31,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.422950819672131
2096-XOTMO,No,Month-to-month,No,Mailed check,19.35,275.9,Female,0,Yes,Yes,16,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6344262295081967
2097-YVPKN,No,Two year,No,Mailed check,25.75,1654.75,Male,0,No,No,65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8442622950819673
2100-BDNSN,Yes,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Female,0,Yes,No,5,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,2.2278688524590167
2101-RANCD,No,Month-to-month,Yes,Electronic check,73.1,4144.9,Female,0,No,No,55,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.39672131147541
2103-ZRXFN,No,Month-to-month,No,Mailed check,50.75,50.75,Male,0,No,No,1,DSL,No,No,No,No,No,No,Yes,Yes,1.6639344262295082
2105-PHWON,No,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,Female,0,Yes,No,33,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes,3.1147540983606556
2107-FBPTK,No,Month-to-month,Yes,Electronic check,104.1,3121.1,Female,1,No,No,30,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.4131147540983604
2108-GLPQB,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,Male,0,Yes,No,25,DSL,No,No,Yes,No,No,No,Yes,Yes,1.821311475409836
2108-XWMPY,Yes,Month-to-month,Yes,Mailed check,35.45,106.85,Male,0,No,No,3,DSL,Yes,Yes,No,No,No,No,No,No phone service,1.1622950819672133
2108-YKQTY,Yes,Month-to-month,No,Credit card (automatic),50.7,151.3,Female,0,No,No,4,DSL,No,Yes,No,No,No,No,Yes,No,1.6622950819672133
2111-DWYHN,No,Month-to-month,No,Mailed check,21.1,21.1,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6918032786885246
2114-MGINA,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Female,0,No,No,14,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,2.944262295081967
2115-BFTIW,Yes,Month-to-month,No,Mailed check,70.95,1767.35,Male,0,No,No,25,Fiber optic,No,No,No,No,No,No,Yes,No,2.3262295081967213
2120-SMPEX,No,Month-to-month,Yes,Mailed check,20.15,536.35,Male,0,No,No,25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.660655737704918
2121-JAFOM,No,Two year,Yes,Credit card (automatic),115.55,8312.4,Female,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.7885245901639344
2122-SZZZD,No,One year,No,Credit card (automatic),19.5,835.5,Male,0,No,No,44,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.639344262295082
2122-YWVYA,No,Month-to-month,Yes,Electronic check,75.4,1380.4,Female,0,No,No,18,Fiber optic,Yes,No,No,No,No,No,Yes,No,2.472131147540984
2123-AGEEN,No,Month-to-month,Yes,Electronic check,84.35,609.65,Female,1,No,No,7,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,2.765573770491803
2123-VSCOT,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,Female,0,Yes,Yes,59,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,2.363934426229508
2126-GSEGL,No,Two year,Yes,Bank transfer (automatic),84.8,5917.55,Female,0,Yes,No,70,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.780327868852459
2129-ALKBS,No,Month-to-month,Yes,Electronic check,26.2,1077.5,Female,0,Yes,Yes,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8590163934426229
2133-TSRRM,No,Month-to-month,Yes,Bank transfer (automatic),105.35,3688.6,Female,0,No,Yes,34,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.4540983606557374
2135-DQWAQ,No,Month-to-month,Yes,Mailed check,85.3,420.45,Female,0,No,No,5,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,2.7967213114754097
2135-RXIHG,Yes,Month-to-month,Yes,Electronic check,45.65,45.65,Male,0,No,No,1,DSL,No,No,No,No,No,No,Yes,No,1.4967213114754099
2137-DQMEV,No,One year,No,Mailed check,44.8,2983.65,Male,0,Yes,Yes,68,DSL,Yes,Yes,No,No,Yes,No,No,No phone service,1.4688524590163934
2138-VFAPZ,No,Two year,Yes,Mailed check,19.7,263.65,Female,0,Yes,Yes,14,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6459016393442623
2139-FQHLM,No,Month-to-month,No,Mailed check,89.95,1682.4,Male,0,No,No,19,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No,2.9491803278688526
2141-RRYGO,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Female,0,No,No,4,DSL,No,Yes,No,No,Yes,Yes,Yes,No,2.2508196721311475
2143-LJULT,No,Two year,Yes,Credit card (automatic),25.25,1733.15,Female,0,Yes,No,67,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8278688524590164
2144-BFDSO,No,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,Female,1,Yes,No,50,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.5655737704918034
